0,97.7154,2.76566e-06,45.9198,-1.28015e-06,-2.90426e-07,1.91432e-12,0.229081,
330030,97.0258,-2.08943e-06,41.6972,-1.27945e-05,3.41358e-07,-1.86103e-12,0.341739,
659922,96.82,-6.23821e-07,46.4692,1.44654e-05,-2.72581e-07,1.41965e-12,0.251817,
1.00128e+06,96.6162,-5.97158e-07,49.8188,9.81225e-06,2.12033e-07,-5.2811e-13,0.324197,
1.33015e+06,96.5037,-3.42173e-07,49.4523,-1.11423e-06,3.83583e-08,-7.24524e-14,0.336811,
1.65978e+06,95.4923,-3.06807e-06,53.9043,1.35057e-05,1.44752e-08,-1.47799e-14,0.341583,
1.99974e+06,95.7108,6.42517e-07,58.8514,1.4552e-05,9.45067e-09,-8.98148e-13,0.344796,
2.32961e+06,96.4844,2.34534e-06,62.3964,1.07469e-05,-2.86815e-07,8.55207e-13,0.250186,
2.65971e+06,97.922,4.35506e-06,62.4852,2.68839e-07,-4.50886e-09,-2.63082e-14,0.248698,
3.00042e+06,98.4422,1.52679e-06,67.9894,1.61552e-05,-1.34724e-08,9.23781e-13,0.244107,
3.32944e+06,99.6556,3.68779e-06,67.0277,-2.92312e-06,2.90468e-07,-1.3152e-12,0.339677,
3.65939e+06,100.877,3.70165e-06,66.9651,-1.89635e-07,-1.43489e-07,9.2185e-13,0.292332,
3.99931e+06,103.411,7.45517e-06,65.7852,-3.47125e-06,1.69861e-07,9.2185e-13,0.35007,
4.32924e+06,104.893,4.49158e-06,67.1481,4.13106e-06,-1.43489e-07,1.50064e-13,0.340278,
4.65926e+06,106.827,5.85899e-06,68.6724,4.6188e-06,6.55556e-09,-4.01448e-13,0.342442,
5.00004e+06,108.62,5.2623e-06,68.8474,5.13304e-07,-1.30248e-07,4.6564e-13,0.298056,
5.32906e+06,115.133,1.97961e-05,60.8561,-2.42883e-05,2.29554e-08,-3.92397e-13,0.305609,
5.65903e+06,119.437,1.30439e-05,57.74,-9.44334e-06,-1.06526e-07,-3.61155e-13,0.270458,
5.99903e+06,122.208,8.15019e-06,56.8425,-2.63991e-06,-2.29316e-07,4.22155e-13,0.192492,
6.33171e+06,123.953,5.24531e-06,54.9605,-5.65695e-06,-8.88718e-08,-9.54897e-14,0.162926,
6.65887e+06,125.564,4.92411e-06,47.0676,-2.41255e-05,-1.20112e-07,-3.14668e-13,0.12363,
6.99971e+06,128.071,7.35468e-06,46.0759,-2.90946e-06,-2.27363e-07,6.6431e-14,0.0461359,
7.32881e+06,130.622,7.7504e-06,39.1107,-2.11646e-05,-2.05501e-07,9.9724e-14,-0.0214945,
7.65877e+06,139.081,2.56356e-05,34.5689,-1.37644e-05,-1.72595e-07,3.85102e-13,-0.0784449,
7.99913e+06,146.074,2.05468e-05,32.2601,-6.78333e-06,-4.15217e-08,-3.01867e-13,-0.0925772,
8.32937e+06,147.022,2.87164e-06,32.5059,7.44208e-07,-1.4121e-07,3.23587e-13,-0.13921,
8.65851e+06,147.604,1.76666e-06,33.0781,1.73869e-06,-3.47067e-08,-8.45493e-14,-0.150634,
8.99942e+06,148.801,3.51301e-06,31.4368,-4.81455e-06,-6.3531e-08,3.3684e-14,-0.172292,
9.32847e+06,149.681,2.67336e-06,28.1271,-1.00584e-05,-5.24474e-08,-3.46896e-14,-0.18955,
9.65832e+06,149.526,-4.70341e-07,21.8905,-1.89074e-05,-6.38897e-08,-6.80401e-14,-0.210624,
9.99827e+06,148.862,-1.95269e-06,20.2581,-4.80199e-06,-8.70202e-08,1.39194e-13,-0.240207,
1.03283e+07,148.515,-1.0512e-06,20.4567,6.01837e-07,-4.10867e-08,-2.84454e-14,-0.253765,
1.06581e+07,147.815,-2.1222e-06,24.0911,1.10175e-05,-5.04702e-08,1.17982e-14,-0.270414,
1.09991e+07,147.21,-1.77365e-06,28.0657,1.16588e-05,-4.64481e-08,3.94091e-14,-0.286249,
1.1328e+07,147.205,-1.74812e-08,32.6269,1.38644e-05,-3.34831e-08,2.06363e-14,-0.297264,
1.16579e+07,148.234,3.12124e-06,31.1043,-4.61522e-06,-2.6675e-08,-7.20093e-15,-0.306065,
1.19979e+07,150.463,6.55692e-06,28.2265,-8.46528e-06,-2.91229e-08,2.02818e-15,-0.315965,
1.23278e+07,151.932,4.44993e-06,26.914,-3.97797e-06,-2.84537e-08,8.0867e-16,-0.325353,
1.26578e+07,154.168,6.77848e-06,25.8189,-3.31886e-06,-2.81869e-08,1.57772e-13,-0.334654,
1.29987e+07,162.095,2.32565e-05,17.8853,-2.32755e-05,2.55901e-08,-4.86781e-13,-0.325931,
1.33277e+07,163.671,4.78775e-06,20.6494,8.39949e-06,-1.34598e-07,3.01172e-13,-0.370224,
1.36576e+07,164.29,1.87701e-06,19.5127,-3.44596e-06,-3.52479e-08,5.72937e-14,-0.381852,
1.39975e+07,164.88,1.73469e-06,18.6911,-2.41686e-06,-1.57724e-08,5.69622e-14,-0.387213,
1.43275e+07,165.569,2.0898e-06,18.0746,-1.86853e-06,3.02209e-09,7.10479e-14,-0.386216,
1.46575e+07,164.926,-1.94999e-06,20.6589,7.83199e-06,2.64655e-08,-6.46548e-13,-0.377483,
1.49983e+07,165.698,2.26644e-06,20.5241,-3.95623e-07,-1.93897e-07,5.72067e-13,-0.443569,
1.53275e+07,163.574,-6.45159e-06,31.0694,3.20343e-05,-5.57889e-09,-6.09577e-13,-0.445406,
1.56574e+07,165.132,4.71969e-06,16.985,-4.26931e-05,-2.06676e-07,7.19467e-13,-0.513588,
1.59972e+07,165.022,-3.22276e-07,31.1707,4.17395e-05,3.78423e-08,-6.62741e-13,-0.500726,
1.63272e+07,167.369,7.11262e-06,17.3088,-4.201e-05,-1.8084e-07,5.54426e-13,-0.560397,
1.66572e+07,164.837,-7.67329e-06,36.4158,5.79061e-05,2.10191e-09,-6.56808e-14,-0.559704,
1.6998e+07,163.739,-3.22301e-06,38.5957,6.39601e-06,-2.02827e-08,-1.92735e-13,-0.566616,
1.7327e+07,161.209,-7.68658e-06,41.4029,8.53218e-06,-8.36967e-08,-4.48627e-13,-0.594154,
1.7657e+07,164.22,9.12371e-06,35.9563,-1.6506e-05,-2.31735e-07,5.25925e-13,-0.670623,
1.7997e+07,163.664,-1.63487e-06,39.3891,8.53218e-06,-5.29296e-08,-5.08908e-14,-0.688618,
1.83269e+07,162.884,-2.36605e-06,37.7619,-1.6506e-05,-6.97184e-08,1.45825e-13,-0.711618,
1.86567e+07,161.339,-4.68371e-06,38.6312,2.63517e-06,-2.16146e-08,-2.94894e-13,-0.718748,
1.89977e+07,159.449,-5.54149e-06,40.611,5.80738e-06,-1.22152e-07,2.67449e-13,-0.760393,
1.93267e+07,159.058,-1.19128e-06,34.2927,2.63517e-06,-3.41553e-08,2.85728e-13,-0.77163,
1.96566e+07,154.588,-1.35466e-05,46.4688,3.69028e-05,6.01209e-08,-1.94048e-13,-0.751794,
