329047,122.162,6.86612e-06,83.3805,5.17353e-06,1.95361e-08,1.0864e-13,
658905,123.401,3.75756e-06,83.3061,-2.25576e-07,2.92152e-09,-2.60089e-13,
1.0003e+06,123.193,-6.10332e-07,84.7819,4.32292e-06,1.54824e-08,3.68761e-14,
1.32883e+06,123.865,2.04649e-06,82.8259,-5.95378e-06,4.11968e-10,-1.76611e-14,
1.65877e+06,122.729,-3.44495e-06,81.9046,-2.79224e-06,-1.32487e-08,5.83289e-14,
1.9996e+06,124.123,4.09005e-06,80.7714,-3.3247e-06,4.43327e-09,-5.33273e-14,
2.32864e+06,124.259,4.15204e-07,79.3746,-4.24539e-06,-2.68512e-09,6.03995e-14,
2.6586e+06,120.101,-1.2602e-05,79.9839,1.84687e-06,-4.31376e-09,-1.01079e-14,
2.9994e+06,120.422,9.40637e-07,79.3049,-1.99242e-06,1.91949e-09,1.1225e-13,
3.32849e+06,120.453,9.48905e-08,79.3191,4.31283e-08,-6.88117e-10,-1.18177e-13,
3.65837e+06,118.436,-6.11568e-06,77.9004,-4.30071e-06,-1.28286e-10,3.19218e-15,
3.99924e+06,115.136,-9.67922e-06,78.3377,1.28279e-06,-5.27797e-09,2.68553e-14,
4.32832e+06,114.57,-1.71946e-06,78.2451,-2.81218e-07,1.67416e-09,1.66934e-13,
4.65824e+06,116.536,5.95665e-06,74.5024,-1.13444e-05,-4.9199e-10,-5.58685e-13,
4.99908e+06,112.453,-1.19783e-05,74.4599,-1.24665e-07,-1.50417e-08,4.18821e-13,
5.3287e+06,110.912,-4.67475e-06,75.0086,1.6648e-06,-6.04303e-09,-2.81317e-14,
5.65808e+06,110.886,-8.04359e-08,75.175,5.05156e-07,9.41026e-10,3.40615e-14,
5.99888e+06,111.022,4.00237e-07,74.439,-2.15976e-06,5.58058e-10,3.68634e-13,
6.32791e+06,109.689,-4.05221e-06,75.3599,2.7989e-06,7.39259e-09,-6.18546e-13,
6.65788e+06,109.252,-1.32412e-06,75.213,-4.45072e-07,-9.63867e-09,2.6547e-13,
6.99871e+06,107.097,-6.3215e-06,76.7584,4.53409e-06,1.86268e-08,-7.12877e-14,
7.32777e+06,110.357,9.90795e-06,74.0352,-8.27593e-06,-5.49436e-10,-2.34748e-14,
7.65776e+06,109.153,-3.64976e-06,74.6923,1.99146e-06,1.60813e-09,3.02631e-14,
7.99857e+06,107.287,-5.47449e-06,76.3914,4.98541e-06,7.54987e-09,-1.43108e-14,
8.32755e+06,107.62,1.01223e-06,76.1662,-6.84528e-07,7.27432e-10,1.39069e-13,
8.65759e+06,107.387,-7.05887e-07,76.2123,1.39754e-07,2.81557e-09,-7.81257e-14,
8.99837e+06,106.308,-3.16821e-06,77.8746,4.87776e-06,-4.73476e-09,3.9423e-14,
9.32741e+06,104.999,-3.97767e-06,78.6769,2.4385e-06,-4.85433e-10,-3.21217e-13,
9.65745e+06,101.215,-1.14654e-05,79.3848,2.1447e-06,1.03211e-10,2.37874e-13,
9.99878e+06,101.44,6.60623e-07,78.6635,-2.11328e-06,-3.29127e-09,1.06584e-15,
1.03278e+07,102.743,3.95953e-06,77.0088,-5.029e-06,1.70418e-10,3.70732e-13,
1.06572e+07,103.135,1.19119e-06,76.5834,-1.29151e-06,-2.16205e-10,-4.75553e-13,
