0,0,
10000,0,
20000,17,
30000,0,
40000,0,
50000,17,
60000,0,
70000,17,
80000,0,
90000,0,
202000,0,
212000,17,
222000,17,
232000,0,
242000,0,
252000,0,
262000,17,
272000,17,
282000,0,
292000,0,
378000,0,
388000,0,
398000,17,
408000,0,
418000,0,
428000,17,
438000,17,
448000,0,
458000,17,
468000,0,
565000,0,
575000,17,
585000,17,
595000,0,
605000,0,
615000,17,
625000,0,
635000,0,
645000,0,
655000,17,
754000,17,
764000,0,
774000,0,
784000,17,
794000,17,
804000,0,
814000,0,
824000,17,
834000,17,
844000,0,
914000,17,
924000,0,
934000,17,
944000,17,
954000,0,
964000,0,
974000,0,
984000,0,
994000,0,
1.004e+06,0,
1.103e+06,17,
1.113e+06,0,
1.123e+06,17,
1.133e+06,0,
1.143e+06,0,
1.153e+06,0,
1.163e+06,0,
1.173e+06,0,
1.183e+06,0,
1.193e+06,0,
1.407e+06,0,
1.417e+06,17,
1.427e+06,17,
1.437e+06,17,
1.447e+06,0,
1.457e+06,0,
1.467e+06,0,
1.477e+06,0,
1.487e+06,17,
1.497e+06,0,
1.493e+06,0,
1.503e+06,17,
1.513e+06,0,
1.523e+06,0,
1.533e+06,17,
1.543e+06,0,
1.553e+06,17,
1.563e+06,0,
1.573e+06,17,
1.583e+06,17,
1.674e+06,0,
1.684e+06,17,
1.694e+06,0,
1.704e+06,0,
1.714e+06,0,
1.724e+06,17,
1.734e+06,0,
1.744e+06,17,
1.754e+06,0,
1.764e+06,0,
1.849e+06,0,
1.859e+06,17,
1.869e+06,17,
1.879e+06,17,
1.889e+06,17,
1.899e+06,0,
1.909e+06,0,
1.919e+06,17,
1.929e+06,0,
1.939e+06,17,
2.045e+06,0,
2.055e+06,17,
2.065e+06,17,
2.075e+06,17,
2.085e+06,0,
2.095e+06,17,
2.105e+06,0,
2.115e+06,17,
2.125e+06,0,
2.135e+06,17,
2.219e+06,17,
2.229e+06,0,
2.239e+06,0,
2.249e+06,0,
2.259e+06,17,
2.269e+06,17,
2.279e+06,17,
2.289e+06,0,
2.299e+06,17,
2.309e+06,0,
2.421e+06,0,
2.431e+06,0,
2.441e+06,0,
2.451e+06,17,
2.461e+06,0,
2.471e+06,0,
2.481e+06,17,
2.491e+06,17,
2.501e+06,17,
2.511e+06,17,
2.581e+06,0,
2.591e+06,0,
2.601e+06,0,
2.611e+06,0,
2.621e+06,0,
2.631e+06,0,
2.641e+06,0,
2.651e+06,0,
2.661e+06,0,
2.671e+06,17,
2.77e+06,17,
2.78e+06,17,
2.79e+06,17,
2.8e+06,0,
2.81e+06,17,
2.82e+06,17,
2.83e+06,0,
2.84e+06,0,
2.85e+06,0,
2.86e+06,0,
2.973e+06,17,
2.983e+06,0,
2.993e+06,0,
3.003e+06,17,
3.013e+06,17,
3.023e+06,17,
3.033e+06,17,
3.043e+06,17,
3.053e+06,17,
3.063e+06,17,
3.131e+06,17,
3.141e+06,0,
3.151e+06,0,
3.161e+06,17,
3.171e+06,0,
3.181e+06,0,
3.191e+06,0,
3.201e+06,0,
3.211e+06,17,
3.221e+06,0,
3.421e+06,0,
3.431e+06,0,
3.441e+06,0,
3.451e+06,0,
3.461e+06,0,
3.471e+06,17,
3.481e+06,17,
3.491e+06,17,
3.501e+06,0,
3.511e+06,0,
3.508e+06,0,
3.518e+06,0,
3.528e+06,17,
3.538e+06,17,
3.548e+06,17,
3.558e+06,17,
3.568e+06,17,
3.578e+06,17,
3.588e+06,17,
3.598e+06,0,
3.69e+06,17,
3.7e+06,0,
3.71e+06,17,
3.72e+06,0,
3.73e+06,17,
3.74e+06,17,
3.75e+06,17,
3.76e+06,0,
3.77e+06,0,
3.78e+06,17,
3.893e+06,0,
3.903e+06,17,
3.913e+06,0,
3.923e+06,0,
3.933e+06,0,
3.943e+06,17,
3.953e+06,0,
3.963e+06,0,
3.973e+06,0,
3.983e+06,0,
4.06e+06,0,
4.07e+06,0,
4.08e+06,0,
4.09e+06,17,
4.1e+06,0,
4.11e+06,0,
4.12e+06,0,
4.13e+06,0,
4.14e+06,17,
4.15e+06,17,
4.262e+06,0,
4.272e+06,17,
4.282e+06,0,
4.292e+06,17,
4.302e+06,17,
4.312e+06,0,
4.322e+06,0,
4.332e+06,0,
4.342e+06,17,
4.352e+06,0,
4.437e+06,17,
4.447e+06,0,
4.457e+06,17,
4.467e+06,17,
4.477e+06,0,
4.487e+06,0,
4.497e+06,17,
4.507e+06,0,
4.517e+06,0,
4.527e+06,0,
4.61e+06,0,
4.62e+06,17,
4.63e+06,0,
4.64e+06,0,
4.65e+06,17,
4.66e+06,0,
4.67e+06,17,
4.68e+06,0,
4.69e+06,17,
4.7e+06,0,
4.842e+06,17,
4.852e+06,17,
4.862e+06,17,
4.872e+06,17,
4.882e+06,0,
4.892e+06,17,
4.902e+06,0,
4.912e+06,0,
4.922e+06,0,
4.932e+06,0,
4.988e+06,0,
4.998e+06,0,
5.008e+06,17,
5.018e+06,0,
5.028e+06,0,
5.038e+06,17,
5.048e+06,0,
5.058e+06,17,
5.068e+06,0,
5.078e+06,0,
5.161e+06,17,
5.171e+06,0,
5.181e+06,0,
5.191e+06,0,
5.201e+06,0,
5.211e+06,0,
5.221e+06,17,
5.231e+06,0,
5.241e+06,0,
5.251e+06,0,
5.437e+06,0,
5.447e+06,17,
5.457e+06,17,
5.467e+06,0,
5.477e+06,0,
5.487e+06,0,
5.497e+06,17,
5.507e+06,17,
5.517e+06,0,
5.527e+06,0,
5.554e+06,0,
5.564e+06,0,
5.574e+06,0,
5.584e+06,0,
5.594e+06,0,
5.604e+06,17,
5.614e+06,0,
5.624e+06,17,
5.634e+06,0,
5.644e+06,0,
5.734e+06,0,
5.744e+06,0,
5.754e+06,0,
5.764e+06,0,
5.774e+06,17,
5.784e+06,0,
5.794e+06,0,
5.804e+06,0,
5.814e+06,0,
5.824e+06,0,
5.907e+06,17,
5.917e+06,0,
5.927e+06,17,
5.937e+06,0,
5.947e+06,17,
5.957e+06,0,
5.967e+06,17,
5.977e+06,17,
5.987e+06,0,
5.997e+06,0,
6.104e+06,17,
6.114e+06,0,
6.124e+06,17,
6.134e+06,17,
6.144e+06,0,
6.154e+06,17,
6.164e+06,17,
6.174e+06,0,
