172338305000,17
172338306000,17
172338307000,17
172338308000,17
172338309000,0
172338310000,17
172338311000,0
172338312000,0
172338313000,0
172338314000,0
172339392000,0
172339393000,17
172339394000,17
172339395000,17
172339396000,17
172339397000,0
172339398000,0
172339399000,17
172339400000,0
172339401000,0
172340319000,0
172340320000,0
172340321000,17
172340322000,0
172340323000,0
172340324000,0
172340325000,0
172340326000,0
172340327000,0
172340328000,17
172341407000,0
172341408000,0
172341409000,17
172341410000,0
172341411000,17
172341412000,0
172341413000,0
172341414000,0
172341415000,0
172341416000,0
172342336000,17
172342337000,17
172342338000,17
172342339000,0
172342340000,17
172342341000,17
172342342000,17
172342343000,17
172342344000,17
172342345000,0
172343423000,17
172343424000,0
172343425000,17
172343426000,0
172343427000,0
172343428000,0
172343429000,0
172343430000,0
172343431000,17
172343432000,0
172344350000,17
172344351000,0
172344352000,0
172344353000,0
172344354000,17
172344355000,17
172344356000,0
172344357000,0
172344358000,0
172344359000,17
172345437000,0
172345438000,0
172345439000,0
172345440000,0
172345441000,17
172345442000,17
172345443000,17
172345444000,17
172345445000,17
172345446000,17
172346367000,17
172346368000,0
172346369000,0
172346370000,0
172346371000,0
172346372000,17
172346373000,0
172346374000,17
172346375000,0
172346376000,17
172347453000,0
172347454000,0
172347455000,0
172347456000,0
172347457000,17
172347458000,17
172347459000,0
172347460000,0
172347461000,0
172347462000,17
172348382000,17
172348383000,17
172348384000,17
172348385000,17
172348386000,17
172348387000,0
172348388000,17
172348389000,17
172348390000,17
172348391000,0
172349470000,17
172349471000,17
172349472000,0
172349473000,0
172349474000,17
172349475000,0
172349476000,17
172349477000,17
172349478000,0
172349479000,0
172350398000,0
172350399000,0
172350400000,17
172350401000,0
172350402000,0
172350403000,0
172350404000,17
172350405000,0
172350406000,17
172350408000,17
172351484000,0
172351485000,0
172351486000,17
172351487000,0
172351488000,17
172351489000,0
172351490000,0
172351491000,0
172351492000,17
172351493000,17
172352413000,0
172352414000,0
172352415000,0
172352416000,0
172352417000,0
172352418000,0
172352419000,17
172352420000,17
172352421000,17
172352422000,0
172353500000,17
172353501000,0
172353502000,17
172353503000,17
172353504000,0
172353505000,0
172353506000,17
172353507000,0
172353508000,0
172353509000,17
172354429000,0
172354430000,17
172354431000,17
172354432000,17
172354433000,0
172354434000,0
172354435000,17
172354436000,17
172354437000,0
172354438000,0
172400642000,0
172400643000,0
172400644000,0
172400645000,17
172400646000,0
172400647000,0
172400648000,17
172400649000,17
172400650000,0
172400651000,17
172400655000,0
172400656000,17
172400657000,0
172400658000,17
172400659000,0
172400660000,17
172400661000,0
172400662000,0
172400663000,0
172400664000,0
172400667000,0
172400668000,0
172400669000,17
172400670000,0
172400671000,0
172400672000,17
172400673000,0
172400674000,17
172400675000,17
172400676000,0
172400679000,0
172400680000,0
172400681000,0
172400682000,0
172400683000,0
172400684000,0
172400685000,0
172400686000,17
172400687000,17
172400688000,0
172400691000,0
172400692000,0
172400693000,17
172400694000,0
172400695000,0
172400696000,0
172400697000,0
172400698000,0
172400699000,17
172400700000,0
172400703000,0
172400704000,0
172400705000,0
172400706000,0
172400707000,17
172400708000,17
172400709000,0
172400710000,0
172400711000,17
172400712000,17
172401563000,0
172401564000,0
172401565000,0
172401566000,17
172401567000,0
172401568000,0
172401569000,0
172401570000,0
172401571000,0
172401572000,17
