0,10038,10160,
20000,10038,10160,
40000,10038,10143,
60000,10038,10160,
80000,10038,10143,
241000,10038,10160,
261000,10038,10160,
281000,10038,10160,
301000,10038,10160,
321000,10038,10143,
523000,10038,10160,
543000,10038,10160,
563000,10038,10160,
583000,10038,10160,
603000,10038,10160,
726000,10021,10160,
746000,10038,10160,
766000,10038,10160,
786000,10038,10160,
806000,10038,10143,
958000,10038,10160,
978000,10038,10160,
998000,10038,10160,
1.018e+06,10038,10160,
1.038e+06,10038,10160,
1.191e+06,10038,10160,
1.211e+06,10038,10160,
1.231e+06,10038,10143,
1.251e+06,10038,10160,
1.271e+06,10038,10160,
1.423e+06,10038,10160,
1.443e+06,10038,10160,
1.463e+06,10038,10160,
1.483e+06,10021,10160,
1.503e+06,10038,10160,
1.653e+06,10038,10160,
1.673e+06,10038,10160,
1.693e+06,10038,10160,
1.713e+06,10038,10160,
1.733e+06,10038,10160,
1.887e+06,10038,10160,
1.907e+06,10038,10160,
1.927e+06,10056,10160,
1.947e+06,10038,10160,
1.967e+06,10038,10160,
2.119e+06,10038,10160,
2.139e+06,10038,10160,
2.159e+06,10038,10160,
2.179e+06,10038,10160,
2.199e+06,10038,10160,
2.476e+06,10038,10160,
2.496e+06,10038,10160,
2.516e+06,10038,10143,
2.536e+06,10038,10143,
2.556e+06,10038,10160,
2.596e+06,10056,10160,
2.616e+06,10038,10160,
2.636e+06,10038,10160,
2.656e+06,10038,10160,
2.676e+06,10038,10160,
2.864e+06,10038,10160,
2.884e+06,10038,10143,
2.904e+06,10056,10160,
2.924e+06,10038,10160,
2.944e+06,10056,10143,
3.075e+06,10038,10160,
3.095e+06,10038,10160,
3.115e+06,10038,10160,
3.135e+06,10038,10143,
3.155e+06,10038,10143,
3.323e+06,10038,10160,
3.343e+06,10038,10143,
3.363e+06,10038,10143,
3.383e+06,10038,10143,
3.403e+06,10038,10143,
3.539e+06,10038,10160,
3.559e+06,10038,10143,
3.579e+06,10038,10143,
3.599e+06,10038,10143,
3.619e+06,10038,10143,
3.772e+06,10038,10143,
3.792e+06,10038,10143,
3.812e+06,10038,10143,
3.832e+06,10038,10143,
3.852e+06,10038,10143,
4.059e+06,10038,10160,
4.079e+06,10038,10143,
4.099e+06,10038,10143,
4.119e+06,10038,10143,
4.139e+06,10038,10143,
4.25e+06,10038,10143,
4.27e+06,10038,10143,
4.29e+06,10038,10160,
4.31e+06,10038,10143,
4.33e+06,10038,10143,
4.496e+06,10038,10143,
4.516e+06,10038,10160,
4.536e+06,10056,10143,
4.556e+06,10038,10143,
4.576e+06,10038,10143,
4.727e+06,10157.7,10160,
4.747e+06,10175.7,10160,
4.767e+06,10157.7,10160,
4.787e+06,10157.7,10160,
4.807e+06,10157.7,10143,
4.96e+06,10157.7,10160,
4.981e+06,10157.7,10160,
5.001e+06,10157.7,10160,
5.021e+06,10157.7,10143,
5.041e+06,10157.7,10143,
5.206e+06,10157.7,10160,
5.226e+06,10157.7,10160,
5.246e+06,10157.7,10160,
5.266e+06,10157.7,10143,
5.286e+06,10157.7,10160,
5.423e+06,10157.7,10160,
5.443e+06,10157.7,10160,
5.463e+06,10157.7,10160,
5.483e+06,10157.7,10160,
5.503e+06,10140.7,10160,
5.714e+06,10157.7,10160,
5.734e+06,10157.7,10160,
5.754e+06,10157.7,10160,
5.775e+06,10157.7,10160,
5.795e+06,10140.7,10160,
5.93e+06,10157.7,10160,
5.95e+06,10157.7,10160,
5.97e+06,10157.7,10160,
5.99e+06,10157.7,10160,
6.01e+06,10157.7,10160,
6.15e+06,10157.7,10160,
6.17e+06,10157.7,10143,
6.19e+06,10157.7,10160,
6.21e+06,10157.7,10160,
6.23e+06,10157.7,10160,
6.424e+06,10157.7,10160,
6.444e+06,10175.7,10143,
6.464e+06,10157.7,10160,
6.484e+06,10157.7,10160,
6.504e+06,10140.7,10160,
6.669e+06,10157.7,10160,
6.689e+06,10157.7,10160,
6.709e+06,10157.7,10160,
6.729e+06,10157.7,10160,
6.749e+06,10140.7,10160,
6.902e+06,10157.7,10160,
6.922e+06,10157.7,10160,
