339934,124.782,-1.81208e-06,38.9138,2.25686e-05,-9.2381e-10,-1.28056e-14,
669171,124.769,-4.08272e-08,47.1607,2.50486e-05,2.19247e-09,4.22198e-15,
999876,124.623,-4.40414e-07,46.2394,-2.78597e-06,-4.44505e-10,9.34627e-15,
1.33901e+06,123.675,-2.79465e-06,51.6509,1.59567e-05,-1.02399e-10,-1.64635e-14,
1.6695e+06,121.672,-6.06302e-06,59.2981,2.31394e-05,1.3691e-09,7.3459e-15,
1.99971e+06,121.554,-3.56428e-07,59.3374,1.18975e-07,6.735e-11,1.80468e-15,
2.33974e+06,122.709,3.39582e-06,55.5594,-1.11108e-05,9.86028e-11,7.72547e-16,
2.66884e+06,122.191,-1.57411e-06,56.8745,3.99595e-06,1.84387e-09,-2.25855e-18,
3.3387e+06,122.395,3.04977e-07,57.5187,9.61714e-07,6.47895e-11,-1.15884e-15,
3.66861e+06,124.083,5.11714e-06,56.6767,-2.55219e-06,-1.988e-09,-3.05174e-15,
3.99931e+06,124.003,-2.42314e-07,56.477,-6.03823e-07,1.48924e-10,1.87492e-15,
4.33851e+06,126.633,7.75253e-06,47.5228,-2.63975e-05,-9.61727e-10,-1.44657e-15,
4.66844e+06,126.866,7.08758e-07,51.6648,1.25544e-05,1.01569e-09,-7.79586e-15,
4.99912e+06,126.998,3.97279e-07,53.0293,4.12627e-06,6.9637e-10,1.10152e-14,
5.33925e+06,127.571,1.68637e-06,52.2873,-2.18145e-06,2.79772e-10,-1.47421e-13,
5.66824e+06,127.629,1.76011e-07,54.6111,7.06332e-06,-8.10432e-10,2.18282e-13,
5.99896e+06,126.288,-4.05455e-06,56.8572,6.79158e-06,1.83408e-09,-6.79688e-14,
6.33817e+06,126.124,-4.85677e-07,55.1788,-4.94813e-06,-5.56918e-10,6.64611e-15,
6.66812e+06,125.568,-1.68403e-06,57.2693,6.33575e-06,1.8733e-10,-7.66127e-15,
6.99876e+06,124.182,-4.19134e-06,59.3997,6.44322e-06,4.10217e-09,4.0161e-14,
7.33797e+06,123.922,-7.67416e-07,58.829,-1.68247e-06,1.58643e-09,-5.67319e-14,
7.66799e+06,123.215,-2.14332e-06,62.0052,9.62428e-06,-8.97391e-11,1.49799e-14,
7.99863e+06,123.37,4.69633e-07,61.3964,-1.84143e-06,-4.11878e-10,-6.15671e-16,
8.33923e+06,123.629,7.60227e-07,61.4677,2.09318e-07,1.62881e-10,2.19283e-15,
8.66776e+06,123.563,-1.99708e-07,60.4379,-3.13467e-06,1.78839e-09,2.42946e-15,
8.99848e+06,124.382,2.47727e-06,61.3476,2.75084e-06,-5.6046e-09,-5.837e-15,
9.33763e+06,126.973,7.63893e-06,58.691,-7.83297e-06,-2.18782e-09,-2.31979e-15,
9.66759e+06,130.758,1.14696e-05,52.9446,-1.74154e-05,-4.18203e-09,-4.71654e-15,
9.9983e+06,132.66,5.75199e-06,52.208,-2.22754e-06,-4.22441e-09,-1.06627e-14,
1.03376e+07,134.688,5.97857e-06,50.3197,-5.56574e-06,-1.67214e-08,1.70951e-14,
1.06674e+07,135.318,1.90964e-06,48.0318,-6.93579e-06,-1.29423e-11,1.09466e-15,
1.09981e+07,135.206,-3.3802e-07,48.1713,4.21709e-07,4.6862e-12,1.71616e-15,
1.13382e+07,134.917,-8.50711e-07,48.4674,8.70874e-07,1.46852e-09,-2.59126e-15,
1.16672e+07,134.333,-1.7764e-06,48.4375,-9.11145e-08,1.47633e-09,4.45469e-15,
1.19979e+07,134.633,9.08395e-07,48.5147,2.33523e-07,5.06989e-10,-3.1099e-15,
1.23371e+07,132.781,-5.46148e-06,50.7547,6.60394e-06,4.75984e-10,-1.0799e-15,
1.2667e+07,132.398,-1.1583e-06,46.6118,-1.25563e-05,1.54116e-10,-2.38065e-13,
1.29978e+07,144.978,3.80337e-05,28.6685,-5.42515e-05,-4.42179e-10,3.61515e-13,
1.33369e+07,145.315,9.95456e-07,34.5136,1.72335e-05,1.22664e-10,-1.33976e-13,
1.36669e+07,143.719,-4.83823e-06,37.5494,9.19927e-06,3.5103e-10,6.64307e-14,
1.39976e+07,142.243,-4.46407e-06,38.3532,2.43089e-06,2.11952e-10,-6.344e-14,
1.43382e+07,140.805,-4.22216e-06,39.1415,2.31458e-06,-3.05597e-10,-1.1854e-13,
1.46672e+07,149.291,2.57891e-05,35.8066,-1.01348e-05,6.80582e-10,1.85587e-13,
1.49974e+07,145.791,-1.0599e-05,34.6068,-3.63393e-06,7.81892e-11,-4.76687e-14,
1.53365e+07,145.358,-1.27876e-06,35.5044,2.64675e-06,-6.15095e-10,-9.51994e-15,
1.56672e+07,149.875,1.36638e-05,18.0696,-5.27281e-05,9.77856e-10,-9.17857e-15,
1.59973e+07,147.541,-7.07185e-06,15.3563,-8.21905e-06,-9.26275e-09,-1.1998e-14,
1.63369e+07,142.878,-1.37297e-05,9.25997,-1.79509e-05,9.27801e-10,9.78012e-15,
1.66663e+07,139.155,-1.13042e-05,7.21677,-6.203e-06,3.68266e-10,3.64297e-15,
1.69971e+07,137.869,-3.88672e-06,9.07473,5.61787e-06,1.56931e-09,-2.14394e-15,
1.73372e+07,136.601,-3.7284e-06,19.5332,3.07507e-05,1.13073e-09,2.1557e-14,
1.7667e+07,135.428,-3.5587e-06,22.6226,9.36738e-06,2.20318e-09,-1.87401e-14,
1.79972e+07,135.774,1.04789e-06,27.475,1.46957e-05,4.21188e-10,1.07696e-15,
1.83361e+07,131.884,-1.14748e-05,38.0942,3.13314e-05,4.15294e-10,-1.09432e-15,
1.8666e+07,132.342,1.38741e-06,41.4513,1.01752e-05,-9.71251e-10,-1.31338e-14,
1.89972e+07,131.177,-3.51851e-06,46.846,1.6289e-05,2.72482e-10,3.11416e-15,
